trip_id,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
630,9.0,1,1,1,1,1,1,1,1
631,1.0,1,1,1,1,1,1,1,1
632,2.0,1,1,1,1,1,1,1,1
633,7.0,1,1,1,1,1,1,1,1
634,14.0,1,1,1,1,1,1,1,1
635,11.0,1,1,1,1,1,1,1,1
636,8.0,1,1,1,1,1,1,1,1
637,15.0,1,1,1,1,1,1,1,1
638,12.0,1,1,1,1,1,1,1,1
639,14.0,1,1,1,1,1,1,1,1
640,15.0,1,1,1,1,1,1,1,1
641,6.0,1,1,1,1,1,1,1,1
642,11.0,1,1,1,1,1,1,1,1
643,2.0,0,0,0,0,0,0,0,0
644,3.0,1,1,1,1,1,1,1,1
645,1.0,1,1,1,1,1,1,1,1
646,9.0,1,1,1,1,1,1,1,1
647,14.0,1,1,1,1,1,1,1,1
648,9.0,1,1,1,1,1,1,1,1
649,6.0,1,1,1,1,1,1,1,1
650,6.0,0,0,0,0,0,0,0,0
651,12.0,1,1,1,1,1,1,1,1
652,9.0,1,1,1,1,0,0,0,0
653,3.0,1,1,1,1,1,1,1,1
654,7.0,1,1,1,1,1,1,1,1
655,13.0,1,1,1,1,1,1,1,1
656,10.0,1,1,1,1,1,1,1,1
657,6.0,1,1,1,1,1,1,1,1
658,1.0,1,1,1,1,1,1,1,1
659,5.0,1,1,1,1,1,1,1,1
660,9.0,1,1,1,1,1,1,1,1
661,3.0,0,0,0,0,0,0,0,0
662,2.0,1,1,1,1,1,1,1,1
663,15.0,1,1,1,1,1,1,1,1
664,14.0,0,0,0,0,0,0,0,0
665,14.0,1,1,1,1,1,1,1,1
666,6.0,1,1,1,1,1,1,1,1
667,11.0,0,0,0,0,0,0,0,0
668,6.0,1,1,1,1,1,1,1,1
669,5.0,1,1,1,1,1,1,1,1
670,4.0,1,1,1,1,1,1,1,1
671,1.0,1,0,0,0,0,0,0,0
672,1.0,1,1,1,1,1,1,1,1
673,14.0,1,1,1,1,1,1,1,1
674,9.0,1,0,0,0,0,0,0,0
675,10.0,1,0,0,0,0,0,0,0
676,12.0,1,1,1,1,1,1,1,1
677,14.0,1,1,1,1,1,1,1,1
678,1.0,1,1,1,1,1,1,1,1
679,1.0,1,1,1,1,1,1,1,1
680,11.0,1,1,1,1,1,1,1,1
681,14.0,1,0,0,0,0,0,0,0
682,12.0,1,1,0,0,0,0,0,0
683,12.0,1,1,1,1,1,1,1,1
684,12.0,1,1,1,1,1,1,1,1
685,2.0,1,1,1,1,1,1,1,1
686,2.0,1,1,1,1,1,1,1,1
687,11.0,1,1,1,1,1,1,1,1
688,10.0,1,1,1,1,1,1,1,1
689,10.0,1,1,1,1,1,1,1,1
690,3.0,1,1,1,1,1,1,1,1
691,3.0,1,0,0,0,0,0,0,0
692,2.0,1,1,1,1,1,1,1,1
693,7.0,1,1,1,1,1,1,1,1
694,13.0,1,1,1,1,1,1,1,1
695,13.0,1,1,1,1,1,1,1,1
696,10.0,1,1,1,1,1,1,1,1
697,12.0,1,1,1,1,1,1,1,1
698,5.0,1,0,0,0,0,0,0,0
699,1.0,1,1,1,1,1,1,1,1
700,10.0,1,1,1,1,1,1,1,1
701,10.0,0,0,0,0,0,0,0,0
702,5.0,1,1,1,1,1,1,1,1
703,9.0,1,1,1,1,1,1,1,1
704,1.0,1,1,1,1,1,1,1,1
705,13.0,1,1,1,1,1,1,1,1
706,11.0,1,0,0,0,0,0,0,0
707,11.0,0,0,0,0,0,0,0,0
708,4.0,1,1,1,1,1,1,1,1
709,7.0,1,1,1,1,1,1,1,1
710,7.0,1,1,1,1,1,1,1,1
711,10.0,1,1,1,1,1,1,1,1
712,2.0,1,1,1,1,1,1,1,1
713,9.0,0,0,0,0,0,0,0,0
714,11.0,0,0,0,0,0,0,0,0
715,5.0,1,0,0,0,0,0,0,0
716,15.0,1,1,1,1,1,1,1,1
717,8.0,1,1,1,1,1,1,1,1
718,9.0,1,1,1,1,1,1,1,1
719,9.0,1,1,1,1,1,1,1,1
720,4.0,1,1,1,1,1,1,1,1
721,13.0,1,1,1,1,1,1,1,1
722,15.0,0,0,0,0,0,0,0,0
723,1.0,1,1,1,1,1,1,1,1
724,5.0,1,1,1,1,1,1,1,1
725,12.0,1,1,1,1,1,1,1,1
726,8.0,1,1,1,1,1,1,1,1
727,6.0,1,1,1,1,1,1,1,1
728,14.0,1,1,1,1,1,1,1,1
729,15.0,1,0,0,0,0,0,0,0
730,4.0,1,1,1,1,1,1,1,1
731,12.0,1,1,1,0,0,0,0,0
732,11.0,1,1,1,1,1,1,1,1
733,13.0,1,1,1,1,1,1,1,1
734,8.0,1,1,1,1,1,1,1,1
735,10.0,0,0,0,0,0,0,0,0
736,4.0,0,0,0,0,0,0,0,0
737,10.0,1,1,1,1,1,1,1,1
738,8.0,1,1,1,1,1,1,1,1
739,2.0,0,0,0,0,0,0,0,0
740,7.0,1,1,1,1,1,1,1,1
741,3.0,1,1,1,1,1,1,1,1
742,6.0,1,1,1,1,1,1,1,1
743,9.0,1,1,1,1,1,1,1,1
744,8.0,1,1,1,1,1,1,1,1
745,11.0,1,1,1,1,1,1,1,1
746,11.0,1,1,1,1,1,1,1,1
747,12.0,1,1,1,1,1,1,1,1
748,7.0,1,1,1,1,1,1,1,1
749,3.0,1,1,1,1,1,1,1,1
750,14.0,1,1,1,1,1,1,1,1
751,8.0,1,0,0,0,0,0,0,0
752,3.0,1,1,1,1,0,0,0,0
753,8.0,1,1,1,1,1,1,1,1
754,5.0,1,1,1,1,1,1,1,1
755,1.0,1,1,1,1,1,1,1,1
756,8.0,1,1,1,1,1,1,1,1
757,10.0,1,1,1,1,1,1,1,1
758,8.0,1,1,1,1,1,1,1,1
759,5.0,1,1,1,1,1,1,1,1
760,10.0,1,1,1,1,1,1,1,1
761,3.0,1,1,1,1,1,1,1,1
762,8.0,0,0,0,0,0,0,0,0
763,5.0,1,0,0,0,0,0,0,0
764,12.0,0,0,0,0,0,0,0,0
765,10.0,1,1,1,1,1,1,1,1
766,11.0,1,1,1,1,1,1,1,1
767,2.0,1,1,1,1,1,1,1,1
768,2.0,1,1,1,1,1,1,1,1
769,1.0,1,1,1,1,1,1,1,1
770,1.0,1,1,1,1,1,1,1,1
771,5.0,0,0,0,0,0,0,0,0
772,13.0,0,0,0,0,0,0,0,0
773,7.0,1,1,1,1,1,1,1,1
774,14.0,1,1,1,1,1,1,1,1
775,3.0,1,1,1,1,0,0,0,0
776,5.0,1,1,1,1,1,1,1,1
777,7.0,1,1,1,1,1,1,1,1
778,14.0,1,1,1,1,1,1,1,1
779,2.0,1,1,1,1,1,1,1,1
780,1.0,1,1,1,1,1,1,1,1
781,4.0,1,1,1,1,1,1,1,1
782,15.0,1,1,1,1,1,1,1,1
783,14.0,1,1,1,1,1,1,1,1
784,11.0,1,1,1,1,1,1,1,1
785,11.0,1,1,1,1,1,1,1,1
786,4.0,1,1,1,1,1,1,1,1
787,3.0,1,1,1,1,1,1,1,1
788,13.0,1,1,1,1,1,1,1,1
789,12.0,1,1,1,1,1,1,1,1
790,5.0,1,1,1,1,1,1,1,1
791,8.0,0,0,0,0,0,0,0,0
792,10.0,1,1,1,1,1,1,1,1
793,15.0,1,1,1,1,1,1,1,1
794,15.0,1,1,1,1,1,1,1,1
795,3.0,1,1,1,1,1,1,1,1
796,6.0,1,1,1,1,1,1,1,1
797,7.0,1,1,1,1,1,1,1,1
798,10.0,1,1,1,1,1,1,1,1
799,14.0,1,1,1,1,1,1,1,1
800,3.0,1,1,1,1,1,1,1,1
801,5.0,1,1,1,1,1,1,1,1
802,13.0,1,1,1,1,1,1,1,1
803,10.0,1,1,1,1,1,1,1,1
804,14.0,0,0,0,0,0,0,0,0
805,14.0,1,1,1,1,1,1,1,1
806,11.0,1,1,1,1,1,1,1,1
807,4.0,0,0,0,0,0,0,0,0
808,4.0,1,1,1,1,1,1,1,1
809,5.0,1,1,1,1,1,1,1,1
810,15.0,1,1,1,1,1,1,1,1
811,12.0,0,0,0,0,0,0,0,0
812,6.0,1,1,1,1,1,1,1,1
813,5.0,1,0,0,0,0,0,0,0
814,1.0,1,1,1,1,1,1,1,1
815,9.0,1,1,1,1,1,1,1,1
816,15.0,1,1,1,1,1,1,1,1
817,3.0,0,0,0,0,0,0,0,0
818,5.0,1,1,1,1,1,1,1,1
819,1.0,1,1,1,1,1,1,1,1
820,12.0,1,1,1,1,1,1,1,1
821,12.0,1,1,1,1,1,1,1,1
822,7.0,1,1,1,1,1,1,1,1
823,15.0,1,0,0,0,0,0,0,0
824,3.0,0,0,0,0,0,0,0,0
825,1.0,1,1,1,1,1,1,1,1
826,5.0,1,1,1,1,1,1,1,1
827,13.0,1,1,1,1,1,1,1,1
828,8.0,1,1,1,1,1,1,1,1
829,4.0,1,1,1,1,1,1,1,1
830,3.0,1,1,1,1,1,1,1,1
831,15.0,1,1,1,1,1,1,1,1
832,7.0,1,1,1,1,1,1,1,1
833,12.0,1,1,1,1,1,1,1,1
834,14.0,1,1,1,1,1,1,1,1
835,11.0,1,1,1,1,1,1,1,1
836,14.0,1,1,1,1,1,1,1,1
837,8.0,1,1,1,1,1,1,1,1
838,11.0,1,1,1,1,1,1,1,1
839,6.0,1,1,1,1,1,1,1,1
840,10.0,1,1,1,1,1,1,1,1
841,1.0,1,1,1,1,1,1,1,1
842,10.0,1,1,1,1,1,1,1,1
843,9.0,1,1,1,1,1,1,1,1
844,11.0,1,1,1,1,1,1,1,1
845,4.0,1,1,1,1,1,1,1,1
846,4.0,1,1,1,1,1,1,1,1
847,15.0,1,1,0,0,0,0,0,0
848,6.0,1,1,1,1,1,1,1,1
849,10.0,1,1,1,1,1,1,1,1
850,2.0,1,1,1,1,1,1,1,1
851,8.0,1,1,1,1,1,1,1,1
852,7.0,1,1,1,1,1,1,1,1
853,2.0,0,0,0,0,0,0,0,0
854,9.0,1,1,1,1,1,1,1,1
855,10.0,1,1,1,1,1,1,1,1
856,3.0,1,1,1,1,1,1,1,1
857,5.0,1,0,0,0,0,0,0,0
858,9.0,1,1,1,1,1,1,1,1
859,9.0,1,1,1,1,1,1,1,1
860,6.0,1,1,1,1,1,1,1,1
861,15.0,1,1,1,1,0,0,0,0
862,8.0,1,1,1,1,1,1,1,1
863,5.0,1,1,1,1,1,1,1,1
864,12.0,0,0,0,0,0,0,0,0
865,13.0,1,1,1,1,1,1,1,1
866,4.0,1,1,1,1,1,1,1,1
867,4.0,1,1,1,1,1,1,1,1
868,15.0,1,1,1,1,1,1,1,1
869,3.0,1,1,1,1,1,1,1,1
870,6.0,1,1,1,1,1,1,1,1
871,7.0,1,1,1,1,1,1,1,1
872,6.0,1,1,1,1,1,1,1,1
873,8.0,1,1,1,1,1,1,1,1
874,12.0,1,1,1,1,1,1,1,1
875,12.0,1,1,1,1,1,1,1,1
876,1.0,1,1,1,1,1,1,1,1
877,2.0,1,1,1,1,1,1,1,1
878,15.0,1,1,1,1,1,1,1,1
879,8.0,1,1,1,1,1,1,1,1
880,12.0,1,1,1,1,1,1,1,1
881,15.0,1,1,1,1,1,1,1,1
882,10.0,1,1,1,1,1,1,1,1
883,2.0,1,0,0,0,0,0,0,0
884,9.0,1,1,1,1,1,1,1,1
885,10.0,1,1,1,1,1,1,1,1
886,6.0,1,1,1,1,1,1,1,1
887,11.0,1,1,1,1,1,1,1,1
888,5.0,1,1,1,1,1,1,1,1
889,13.0,1,0,0,0,0,0,0,0
890,8.0,0,0,0,0,0,0,0,0
891,1.0,1,1,1,1,1,1,1,1
892,7.0,1,1,1,1,1,1,1,1
893,11.0,1,1,1,1,1,1,1,1
894,2.0,1,1,1,1,1,1,1,1
895,6.0,1,1,0,0,0,0,0,0
896,2.0,1,1,1,1,1,1,1,1
897,6.0,1,1,1,1,1,1,1,1
898,13.0,1,1,1,1,1,1,1,1
899,12.0,1,1,1,1,1,1,1,1
900,7.0,1,1,1,1,1,1,1,1
901,14.0,1,1,1,1,1,1,1,1
902,5.0,1,1,1,1,1,1,1,1
903,8.0,1,1,1,1,1,1,1,1
904,10.0,1,1,1,1,1,1,1,1
905,7.0,1,1,1,1,1,1,1,1
906,10.0,1,1,1,1,1,1,1,1
907,15.0,1,1,1,1,1,1,1,1
908,8.0,1,1,1,1,1,1,1,1
909,8.0,1,1,1,1,1,1,1,1
910,15.0,1,1,1,1,1,1,1,1
911,5.0,1,1,1,1,1,1,1,1
912,1.0,1,1,1,1,1,1,1,1
913,15.0,1,1,1,1,1,1,1,1
914,11.0,1,1,1,1,1,1,1,1
915,11.0,1,1,1,1,1,1,1,1
916,5.0,1,1,1,1,1,1,1,1
917,15.0,1,1,1,1,1,1,1,1
918,13.0,1,1,1,1,1,1,1,1
919,9.0,1,1,1,1,1,1,1,1
920,10.0,1,1,1,1,1,1,1,1
921,8.0,0,0,0,0,0,0,0,0
922,3.0,1,1,1,1,1,1,1,1
923,5.0,1,1,1,1,1,1,1,1
924,6.0,1,1,1,1,1,1,1,1
925,5.0,1,1,1,1,1,1,1,1
926,1.0,1,1,1,1,1,1,1,1
927,7.0,1,1,1,1,1,1,1,1
928,3.0,1,1,1,1,1,1,1,1
929,5.0,0,0,0,0,0,0,0,0
930,1.0,1,1,1,1,1,1,1,1
931,7.0,1,1,1,1,1,1,1,1
932,5.0,1,1,1,1,1,1,1,1
933,7.0,1,1,1,1,1,1,1,1
934,1.0,1,1,1,1,1,1,1,1
935,12.0,1,0,0,0,0,0,0,0
936,1.0,1,1,1,1,1,1,1,1
937,7.0,1,1,1,1,1,1,1,1
938,8.0,1,1,1,1,1,1,1,1
939,13.0,1,1,1,1,1,1,1,1
940,9.0,1,1,1,1,1,1,1,1
941,4.0,1,1,1,1,1,1,1,1
942,8.0,1,1,0,0,0,0,0,0
943,3.0,0,0,0,0,0,0,0,0
944,9.0,1,1,1,1,1,1,1,1
945,15.0,1,0,0,0,0,0,0,0
946,6.0,1,1,1,1,1,1,1,1
947,9.0,1,1,1,0,0,0,0,0
948,13.0,1,1,1,1,1,1,1,1
949,12.0,1,1,0,0,0,0,0,0
950,3.0,1,1,1,1,1,1,1,1
951,15.0,1,1,1,1,1,1,1,1
952,6.0,1,1,1,1,1,1,1,1
953,14.0,1,1,1,1,1,1,1,1
954,7.0,1,1,1,1,1,1,1,1
955,7.0,1,1,1,1,1,1,1,1
956,15.0,0,0,0,0,0,0,0,0
957,9.0,1,1,1,1,1,1,1,1
958,12.0,1,1,1,1,1,1,1,1
959,14.0,1,1,1,1,1,1,1,1
960,15.0,1,1,1,1,1,1,1,1
961,10.0,0,0,0,0,0,0,0,0
962,1.0,0,0,0,0,0,0,0,0
963,2.0,1,1,1,1,1,1,1,1
964,15.0,1,1,1,1,1,1,1,1
965,7.0,1,0,0,0,0,0,0,0
966,2.0,1,1,1,1,1,1,1,1
967,13.0,1,1,1,1,1,1,1,1
968,14.0,1,1,1,1,1,1,1,1
969,2.0,1,1,1,1,1,1,1,1
970,7.0,1,1,1,1,1,1,1,1
971,3.0,1,1,1,1,1,1,1,1
972,11.0,1,1,1,1,1,1,1,1
973,3.0,1,1,1,1,1,1,1,1
974,9.0,1,1,1,1,1,1,1,1
975,12.0,1,1,1,1,1,1,1,1
976,15.0,1,1,1,1,1,1,1,1
977,4.0,1,1,1,1,1,1,1,1
978,7.0,1,1,1,1,1,1,1,1
979,8.0,1,1,1,1,1,1,1,1
980,7.0,1,1,1,1,1,1,1,1
981,11.0,1,1,1,1,1,1,1,1
982,2.0,1,1,1,1,1,1,1,1
983,12.0,1,1,1,1,1,1,1,1
984,3.0,1,1,1,1,1,1,1,1
985,10.0,1,1,1,1,1,1,1,1
986,8.0,1,1,1,1,1,1,1,1
987,5.0,1,0,0,0,0,0,0,0
988,12.0,1,1,1,1,1,1,1,1
989,6.0,1,1,1,1,1,1,1,1
990,11.0,1,1,1,1,1,1,1,1
991,2.0,1,1,1,1,1,1,1,1
992,7.0,1,1,1,1,1,1,1,1
993,5.0,1,1,1,1,1,1,1,1
994,15.0,1,1,1,1,1,1,1,1
995,7.0,1,1,1,1,1,1,1,1
996,9.0,1,1,1,1,1,1,1,1
997,8.0,1,1,1,1,1,1,1,1
998,4.0,1,1,1,1,1,1,1,1
999,12.0,1,1,1,1,1,1,1,1
1000,15.0,1,1,1,1,1,1,1,1
1001,9.0,1,1,1,1,1,1,1,1
1002,4.0,1,1,1,1,1,1,1,1
1003,4.0,1,1,1,1,1,1,1,1
1004,2.0,1,1,1,1,1,1,1,1
1005,14.0,1,1,1,1,1,1,1,1
1006,7.0,1,1,1,1,1,1,1,1
1007,14.0,1,1,1,1,1,1,1,1
1008,4.0,1,1,1,1,1,1,1,1
1009,8.0,1,1,1,1,1,1,1,1
1010,9.0,1,1,1,1,1,1,1,1
1011,6.0,1,1,1,1,1,1,1,1
1012,12.0,1,1,1,1,1,1,1,1
1013,13.0,1,1,1,1,1,1,1,1
1014,9.0,1,0,0,0,0,0,0,0
1015,2.0,1,1,1,1,1,1,1,1
1016,9.0,1,1,1,1,1,1,1,1
1017,1.0,1,1,1,1,1,1,1,1
1018,6.0,1,1,1,1,1,1,1,1
1019,8.0,1,1,1,1,1,1,1,1
1020,8.0,1,0,0,0,0,0,0,0
1021,8.0,1,1,1,1,1,1,1,1
1022,8.0,1,1,1,1,1,1,1,1
1023,13.0,1,1,1,1,1,1,1,1
1024,7.0,1,1,1,1,1,1,1,1
1025,9.0,1,1,1,1,1,1,1,1
1026,6.0,1,1,1,1,1,1,1,1
1027,2.0,1,1,1,1,1,1,1,1
1028,7.0,1,1,1,1,1,1,1,1
1029,1.0,1,1,1,1,1,1,1,1
1030,13.0,1,1,1,1,1,1,1,1
1031,4.0,0,0,0,0,0,0,0,0
1032,10.0,1,1,1,1,1,1,1,1
1033,8.0,1,1,1,1,1,1,1,1
1034,1.0,1,1,1,1,1,1,1,1
1035,9.0,1,1,1,1,1,1,1,1
1036,14.0,1,1,1,1,1,1,1,1
1037,14.0,1,1,1,1,1,1,1,1
1038,2.0,1,1,1,1,1,1,1,1
1039,8.0,1,1,1,1,1,1,1,1
1040,3.0,1,1,1,1,1,1,1,1
1041,14.0,0,0,0,0,0,0,0,0
1042,3.0,1,1,1,1,1,1,1,1
1043,5.0,1,1,1,1,1,1,1,1
1044,7.0,1,1,1,1,1,1,1,1
1045,7.0,1,1,1,0,0,0,0,0
1046,14.0,1,1,1,1,1,1,1,1
1047,4.0,1,1,1,1,1,1,1,1
1048,8.0,1,1,1,1,1,1,1,1
1049,11.0,1,1,1,1,1,1,1,1
1050,8.0,1,1,1,1,1,1,1,1
1051,4.0,1,1,1,1,1,1,1,1
1052,9.0,1,1,1,1,1,1,1,1
1053,11.0,1,1,0,0,0,0,0,0
1054,4.0,1,1,1,1,1,1,1,1
1055,9.0,1,1,1,1,1,1,1,1
1056,2.0,0,0,0,0,0,0,0,0
1057,8.0,1,1,1,1,1,1,1,1
1058,7.0,1,1,1,1,1,1,1,1
1059,14.0,1,1,1,1,1,1,1,1
1060,15.0,1,1,1,1,1,1,1,1
1061,1.0,1,0,0,0,0,0,0,0
1062,12.0,1,1,1,1,1,1,1,1
1063,3.0,1,1,1,1,1,1,1,1
1064,15.0,1,1,1,1,1,1,1,1
1065,14.0,1,1,0,0,0,0,0,0
1066,13.0,1,1,1,1,1,1,1,1
1067,3.0,1,1,1,1,1,1,1,1
1068,10.0,0,0,0,0,0,0,0,0
1069,7.0,1,1,1,1,1,1,1,1
1070,12.0,1,1,1,1,1,1,1,1
1071,5.0,1,1,1,1,1,1,1,1
1072,7.0,1,1,1,1,1,1,1,1
1073,7.0,1,1,1,1,1,1,1,1
1074,4.0,1,1,1,1,1,1,1,1
1075,11.0,1,1,1,1,1,1,1,1
1076,5.0,1,1,1,1,1,1,1,1
1077,4.0,1,1,1,1,1,1,1,1
1078,14.0,1,0,0,0,0,0,0,0
1079,7.0,1,1,1,1,1,1,1,1
1080,12.0,1,1,1,1,1,1,1,1
1081,11.0,1,1,1,1,1,1,1,1
1082,12.0,1,1,1,1,1,1,1,1
1083,6.0,1,1,1,1,1,1,1,1
1084,3.0,1,1,1,1,0,0,0,0
1085,14.0,1,1,1,1,1,1,1,1
1086,8.0,1,1,1,1,1,1,1,1
1087,6.0,1,1,1,1,1,1,1,1
1088,1.0,0,0,0,0,0,0,0,0
1089,3.0,1,1,1,1,1,1,1,1
1090,5.0,1,1,1,1,1,1,1,1
1091,7.0,1,1,1,1,1,1,1,1
1092,11.0,1,1,1,1,1,1,1,1
1093,11.0,0,0,0,0,0,0,0,0
1094,10.0,1,1,1,1,1,1,1,1
1095,6.0,1,1,1,1,1,1,1,1
1096,2.0,1,1,1,1,1,1,1,1
1097,8.0,1,1,1,1,1,1,1,1
1098,2.0,1,1,1,1,1,1,1,1
1099,7.0,1,1,1,1,1,1,1,1
1100,14.0,1,1,1,1,1,1,1,1
1101,10.0,1,1,1,1,1,1,1,1
1102,4.0,0,0,0,0,0,0,0,0
1103,9.0,1,1,0,0,0,0,0,0
1104,2.0,1,1,1,1,1,1,1,1
1105,14.0,1,1,1,1,1,1,1,1
1106,2.0,1,1,1,1,1,1,1,1
1107,6.0,1,1,1,1,1,1,1,1
1108,8.0,1,1,1,1,1,1,1,1
1109,14.0,1,1,1,1,1,1,1,1
1110,2.0,1,1,1,1,1,1,1,1
1111,12.0,1,1,1,1,1,1,1,1
1112,12.0,1,1,1,1,1,1,1,1
1113,14.0,1,1,1,1,1,1,1,1
1114,2.0,1,1,1,1,1,1,1,1
1115,7.0,1,1,1,1,1,1,1,1
1116,2.0,0,0,0,0,0,0,0,0
1117,9.0,1,1,1,1,0,0,0,0
1118,5.0,1,1,1,1,1,1,1,1
1119,5.0,1,1,1,1,1,1,1,1
1120,14.0,1,1,1,1,1,1,1,1
1121,10.0,1,1,1,1,1,1,1,1
1122,4.0,1,1,1,1,1,1,1,1
1123,9.0,1,1,1,1,1,1,1,1
1124,4.0,1,1,1,1,1,0,0,0
1125,1.0,1,1,1,1,1,1,1,1
1126,15.0,1,1,1,1,1,1,1,1
1127,9.0,1,0,0,0,0,0,0,0
1128,2.0,0,0,0,0,0,0,0,0
1129,12.0,1,1,1,1,1,1,1,1
1130,3.0,1,1,1,1,1,1,1,1
1131,9.0,1,1,1,1,1,1,1,1
1132,2.0,0,0,0,0,0,0,0,0
1133,7.0,1,1,1,1,1,1,1,1
1134,7.0,1,1,1,1,1,1,1,1
1135,10.0,1,1,1,1,1,1,1,1
1136,10.0,1,1,1,1,1,1,1,1
1137,4.0,1,1,1,1,1,1,1,1
1138,8.0,1,1,1,1,1,1,1,1
1139,12.0,1,1,1,1,1,1,1,1
1140,9.0,1,1,1,1,1,1,1,1
1141,6.0,1,1,1,1,1,1,1,1
1142,12.0,1,1,1,1,1,1,1,1
1143,4.0,1,1,1,1,1,1,1,1
1144,1.0,0,0,0,0,0,0,0,0
1145,12.0,1,0,0,0,0,0,0,0
1146,7.0,1,1,1,1,1,1,1,1
1147,4.0,1,1,1,1,1,1,1,1
1148,1.0,1,1,1,1,1,1,1,1
1149,1.0,1,1,1,1,1,1,1,1
1150,10.0,1,1,1,1,1,1,1,1
1151,6.0,1,1,1,1,1,1,1,1
1152,6.0,1,1,1,1,1,1,1,1
1153,3.0,1,1,1,1,1,1,1,1
1154,15.0,1,1,1,1,1,1,1,1
1155,1.0,1,1,1,1,1,1,1,1
1156,12.0,1,1,1,1,1,1,1,1
1157,8.0,1,1,1,1,1,1,1,1
1158,7.0,1,1,1,1,1,1,1,1
1159,5.0,1,1,1,1,1,1,1,1
1160,5.0,1,0,0,0,0,0,0,0
1161,8.0,0,0,0,0,0,0,0,0
1162,12.0,1,1,1,1,1,1,1,1
1163,4.0,0,0,0,0,0,0,0,0
1164,2.0,1,1,1,1,1,1,1,1
1165,7.0,1,1,1,1,1,1,1,1
1166,10.0,1,1,1,1,1,1,1,1
1167,8.0,1,1,1,1,1,1,1,1
1168,12.0,1,1,1,1,1,1,1,1
1169,12.0,1,1,1,1,1,1,1,1
1170,11.0,1,1,1,1,1,1,1,1
1171,10.0,1,1,1,1,1,1,1,1
1172,9.0,1,1,1,1,1,1,1,1
1173,6.0,1,1,1,1,1,1,1,1
1174,7.0,1,1,1,1,1,1,1,1
1175,14.0,1,1,1,1,1,1,1,1
1176,14.0,1,0,0,0,0,0,0,0
1177,3.0,1,1,1,1,1,1,1,1
1178,8.0,0,0,0,0,0,0,0,0
1179,13.0,1,1,1,1,1,1,1,1
1180,7.0,1,1,1,1,1,1,1,1
1181,5.0,1,1,1,1,1,1,1,1
1182,9.0,1,1,1,1,1,1,1,1
1183,6.0,1,1,1,1,1,1,1,1
1184,4.0,1,0,0,0,0,0,0,0
1185,12.0,1,1,1,1,1,1,1,1
1186,14.0,1,1,1,1,1,1,1,1
1187,13.0,1,1,1,1,1,1,1,1
1188,3.0,1,0,0,0,0,0,0,0
1189,2.0,1,0,0,0,0,0,0,0
1190,10.0,1,1,1,0,0,0,0,0
1191,3.0,0,0,0,0,0,0,0,0
1192,7.0,1,1,1,1,1,1,1,1
1193,10.0,1,1,1,1,1,1,1,1
1194,7.0,1,1,1,1,1,1,1,1
1195,11.0,1,1,1,1,1,1,1,1
1196,9.0,1,1,1,1,1,1,1,1
1197,3.0,1,1,1,1,1,1,1,1
1198,1.0,1,1,1,1,1,1,1,1
1199,1.0,1,1,1,1,1,1,1,1
1200,4.0,1,1,1,1,1,1,1,1
1201,5.0,1,1,1,1,1,1,1,1
1202,15.0,1,1,1,1,1,1,1,1
1203,10.0,1,1,1,1,1,1,1,1
1204,13.0,0,0,0,0,0,0,0,0
1205,7.0,1,1,1,1,1,1,1,1
1206,7.0,1,1,1,1,1,1,1,1
1207,6.0,1,1,1,1,1,1,1,1
1208,7.0,1,0,0,0,0,0,0,0
1209,2.0,1,1,1,1,1,1,1,1
1210,3.0,1,1,1,1,1,1,1,1
1211,10.0,0,0,0,0,0,0,0,0
1212,15.0,1,1,1,1,1,1,1,1
1213,10.0,0,0,0,0,0,0,0,0
1214,2.0,1,1,1,1,1,1,1,1
1215,2.0,1,1,1,1,1,1,1,1
1216,2.0,1,1,1,1,1,1,1,1
1217,10.0,1,1,1,1,1,1,1,1
1218,15.0,1,1,1,1,1,1,1,1
1219,1.0,1,1,1,1,1,1,1,1
1220,14.0,0,0,0,0,0,0,0,0
1221,4.0,1,1,1,1,1,1,1,1
1222,9.0,1,1,1,1,1,1,1,1
1223,13.0,1,1,1,1,1,1,1,1
1224,8.0,1,1,1,1,1,1,1,1
1225,5.0,1,1,1,1,1,1,1,1
1226,13.0,1,1,1,1,1,1,1,1
1227,6.0,1,1,0,0,0,0,0,0
1228,1.0,1,1,1,1,1,1,1,1
1229,7.0,1,1,1,1,1,1,1,1
1230,9.0,1,1,1,1,1,1,1,1
1231,15.0,1,1,1,1,1,1,1,1
1232,9.0,1,1,1,1,1,1,1,1
1233,1.0,1,1,1,1,1,1,1,1
1234,1.0,1,1,1,1,1,1,1,1
1235,3.0,1,1,1,1,1,1,1,1
1236,8.0,1,1,1,1,1,1,1,1
1237,3.0,1,1,1,1,1,1,1,1
1238,14.0,1,1,1,1,1,1,1,1
1239,5.0,1,1,1,1,1,1,1,1
1240,12.0,1,1,1,1,1,1,1,1
1241,11.0,1,1,0,0,0,0,0,0
1242,9.0,1,1,0,0,0,0,0,0
1243,14.0,1,1,1,1,1,1,1,1
1244,14.0,1,1,1,1,1,1,1,1
1245,13.0,1,1,1,1,1,1,1,1
1246,7.0,1,1,1,1,1,1,1,1
1247,3.0,1,1,1,0,0,0,0,0
1248,6.0,1,1,1,1,1,0,0,0
1249,7.0,1,1,0,0,0,0,0,0
1250,2.0,1,1,1,1,1,1,1,1
